1756797218036 , c8:a6:08:9a:ba:11 , -80
1756797218036 , c8:a6:08:9a:ba:10 , -79
1756797218036 , c8:a6:08:9a:ba:12 , -80
1756797218036 , c8:a6:08:9a:ba:14 , -80
1756797218036 , b6:12:42:a8:c2:f6 , -67
1756797218036 , 1e:27:f5:e3:50:ac , -71
1756797218036 , c8:a6:08:9a:b8:d4 , -76
1756797218036 , 1e:27:f5:e3:50:ad , -79
1756797218036 , c8:a6:08:9a:b8:d2 , -76
1756797218036 , c8:a6:08:5a:b8:d2 , -80
1756797218036 , c8:a6:08:9a:b8:d0 , -76
1756797218036 , c8:a6:08:5a:b8:d0 , -80
1756797218036 , c8:a6:08:5a:b8:d1 , -73
1756797218036 , c8:a6:08:9a:b8:d1 , -76
1756797218036 , 16:27:f5:e3:50:ad , -79
1756797218036 , 16:27:f5:e3:50:ac , -72
1756797218036 , c8:a6:08:5a:bd:50 , -45
1756797218036 , e6:fa:c4:53:83:5f , -52
1756797218036 , 06:fa:c4:53:83:5e , -70
1756797218036 , 06:fa:c4:53:83:5d , -65
1756797218036 , c8:a6:08:9a:bd:50 , -38
1756797218036 , c8:a6:08:9a:b9:f1 , -95
1756797218036 , c8:a6:08:9a:bd:54 , -39
1756797218036 , c8:a6:08:5a:bd:54 , -46
1756797218036 , c8:a6:08:9a:bd:51 , -38
1756797218036 , c8:a6:08:5a:bd:51 , -45
1756797218036 , 1a:27:f5:e3:50:ad , -79
1756797218036 , c8:a6:08:9a:bd:52 , -38
1756797218036 , c8:a6:08:5a:bd:52 , -45
1756797218036 , c8:a6:08:9a:b7:d4 , -43
1756797218036 , c8:a6:08:5a:ba:12 , -82
1756797218036 , c8:a6:08:5a:b7:d0 , -40
1756797218036 , c8:a6:08:9a:b7:d1 , -43
1756797218036 , c8:a6:08:9a:b7:d2 , -43
1756797218036 , e4:fa:c4:53:83:5e , -70
1756797218036 , c8:a6:08:5a:ba:14 , -82
1756797218036 , c8:a6:08:5a:b7:d2 , -40
1756797218036 , 00:e5:f1:23:d0:11 , -77
1756797218036 , c8:a6:08:5a:b7:d1 , -40
1756797218036 , c8:a6:08:9a:b7:d0 , -43
1756797218036 , c8:a6:08:9a:b9:51 , -59
1756797218036 , e4:fa:c4:53:83:5d , -61
1756797218036 , c8:a6:08:9a:b9:50 , -58
1756797218036 , c8:a6:08:5a:bf:41 , -67
1756797218036 , c8:a6:08:5a:b9:50 , -63
1756797218036 , c8:a6:08:5a:bf:40 , -65
1756797218036 , c8:a6:08:5a:b9:51 , -64
1756797218036 , c8:a6:08:9a:b5:54 , -95
1756797218036 , c8:a6:08:9a:b9:54 , -59
1756797218036 , c8:a6:08:5a:b9:52 , -64
1756797218036 , c8:a6:08:9a:b5:50 , -95
1756797218036 , c8:a6:08:9a:b9:52 , -59
1756797218036 , c8:a6:08:9a:bf:41 , -60
1756797218036 , c8:a6:08:9a:bf:40 , -60
1756797218036 , 00:1d:73:b4:b1:cf , -85
1756797218036 , c8:a6:08:9a:bf:44 , -60
1756797218036 , c8:a6:08:9a:bf:42 , -60
1756797218036 , d2:c0:bf:0d:1e:c2 , -83
1756797218036 , c8:a6:08:9a:bd:c4 , -71
1756797218036 , c8:a6:08:9a:b9:c4 , -81
1756797218036 , c8:a6:08:5a:b9:c2 , -86
1756797218036 , c8:a6:08:9a:b9:c2 , -81
1756797218036 , c8:a6:08:9a:b9:c1 , -81
1756797218036 , c8:a6:08:9a:b9:c0 , -81
1756797218036 , c8:a6:08:5a:b9:c1 , -87
1756797218036 , c8:a6:08:5a:bd:c4 , -73
1756797218036 , c8:a6:08:9a:bd:c1 , -69
1756797218036 , c8:a6:08:5a:bd:c1 , -72
1756797218036 , c8:a6:08:9a:bd:c2 , -69
1756797218036 , c8:a6:08:5a:bd:c2 , -72
1756797218036 , c8:a6:08:9a:bd:c0 , -69
1756797218036 , c8:a6:08:5a:bd:c0 , -72
1756797218036 , c8:a6:08:9a:b9:d0 , -68
1756797218036 , 40:d6:3c:94:33:fd , -43
1756797218036 , c8:a6:08:5a:b9:d0 , -73
1756797218036 , 00:e5:f1:24:9b:91 , -47
1756797218036 , e6:fa:c4:53:83:50 , -52
1756797218036 , c8:a6:08:9a:b9:d4 , -68
1756797218036 , c8:a6:08:5a:b9:d4 , -73
1756797218036 , c8:a6:08:9a:b9:d2 , -69
1756797218036 , c8:a6:08:5a:b9:d1 , -73
1756797218036 , c8:a6:08:9a:b9:d1 , -69
1756797218036 , c8:a6:08:5a:b9:d2 , -72
1756797218036 , a4:12:42:a8:c2:f6 , -67
1756797218036 , a4:12:42:a8:c2:f7 , -70
1756797218508 , c8:a6:08:9a:ba:11 , -80
1756797218508 , c8:a6:08:9a:ba:10 , -79
1756797218508 , c8:a6:08:9a:ba:12 , -80
1756797218508 , c8:a6:08:9a:ba:14 , -80
1756797218508 , b6:12:42:a8:c2:f6 , -67
1756797218508 , 1e:27:f5:e3:50:ac , -71
1756797218508 , c8:a6:08:9a:b8:d4 , -76
1756797218508 , 1e:27:f5:e3:50:ad , -79
1756797218508 , c8:a6:08:9a:b8:d2 , -76
1756797218508 , c8:a6:08:5a:b8:d2 , -80
1756797218508 , c8:a6:08:9a:b8:d0 , -76
1756797218508 , c8:a6:08:5a:b8:d0 , -80
1756797218508 , c8:a6:08:5a:b8:d1 , -73
1756797218508 , c8:a6:08:9a:b8:d1 , -76
1756797218508 , 16:27:f5:e3:50:ad , -79
1756797218508 , 16:27:f5:e3:50:ac , -72
1756797218508 , c8:a6:08:5a:bd:50 , -45
1756797218508 , e6:fa:c4:53:83:5f , -52
1756797218508 , 06:fa:c4:53:83:5e , -70
1756797218508 , 06:fa:c4:53:83:5d , -65
1756797218508 , c8:a6:08:9a:bd:50 , -38
1756797218508 , c8:a6:08:9a:b9:f1 , -95
1756797218508 , c8:a6:08:9a:bd:54 , -39
1756797218508 , c8:a6:08:5a:bd:54 , -46
1756797218508 , c8:a6:08:9a:bd:51 , -38
1756797218508 , c8:a6:08:5a:bd:51 , -45
1756797218508 , 1a:27:f5:e3:50:ad , -79
1756797218508 , c8:a6:08:9a:bd:52 , -38
1756797218508 , c8:a6:08:5a:bd:52 , -45
1756797218508 , c8:a6:08:9a:b7:d4 , -43
1756797218508 , c8:a6:08:5a:ba:12 , -82
1756797218508 , c8:a6:08:5a:b7:d0 , -40
1756797218508 , c8:a6:08:9a:b7:d1 , -43
1756797218508 , c8:a6:08:9a:b7:d2 , -43
1756797218508 , e4:fa:c4:53:83:5e , -70
1756797218508 , c8:a6:08:5a:ba:14 , -82
1756797218508 , c8:a6:08:5a:b7:d2 , -40
1756797218508 , 00:e5:f1:23:d0:11 , -77
1756797218508 , c8:a6:08:5a:b7:d1 , -40
1756797218508 , c8:a6:08:9a:b7:d0 , -43
1756797218508 , c8:a6:08:9a:b9:51 , -59
1756797218508 , e4:fa:c4:53:83:5d , -61
1756797218508 , c8:a6:08:9a:b9:50 , -58
1756797218508 , c8:a6:08:5a:bf:41 , -67
1756797218508 , c8:a6:08:5a:b9:50 , -63
1756797218508 , c8:a6:08:5a:bf:40 , -65
1756797218508 , c8:a6:08:5a:b9:51 , -64
1756797218508 , c8:a6:08:9a:b5:54 , -95
1756797218508 , c8:a6:08:9a:b9:54 , -59
1756797218508 , c8:a6:08:5a:b9:52 , -64
1756797218508 , c8:a6:08:9a:b5:50 , -95
1756797218508 , c8:a6:08:9a:b9:52 , -59
1756797218508 , c8:a6:08:9a:bf:41 , -60
1756797218508 , c8:a6:08:9a:bf:40 , -60
1756797218508 , 00:1d:73:b4:b1:cf , -85
1756797218508 , c8:a6:08:9a:bf:44 , -60
1756797218508 , c8:a6:08:9a:bf:42 , -60
1756797218508 , d2:c0:bf:0d:1e:c2 , -83
1756797218508 , c8:a6:08:9a:bd:c4 , -71
1756797218508 , c8:a6:08:9a:b9:c4 , -81
1756797218508 , c8:a6:08:5a:b9:c2 , -86
1756797218508 , c8:a6:08:9a:b9:c2 , -81
1756797218508 , c8:a6:08:9a:b9:c1 , -81
1756797218508 , c8:a6:08:9a:b9:c0 , -81
1756797218508 , c8:a6:08:5a:b9:c1 , -87
1756797218508 , c8:a6:08:5a:bd:c4 , -73
1756797218508 , c8:a6:08:9a:bd:c1 , -69
1756797218508 , c8:a6:08:5a:bd:c1 , -72
1756797218508 , c8:a6:08:9a:bd:c2 , -69
1756797218508 , c8:a6:08:5a:bd:c2 , -72
1756797218508 , c8:a6:08:9a:bd:c0 , -69
1756797218508 , c8:a6:08:5a:bd:c0 , -72
1756797218508 , c8:a6:08:9a:b9:d0 , -68
1756797218508 , 40:d6:3c:94:33:fd , -43
1756797218508 , c8:a6:08:5a:b9:d0 , -73
1756797218508 , 00:e5:f1:24:9b:91 , -47
1756797218508 , e6:fa:c4:53:83:50 , -52
1756797218508 , c8:a6:08:9a:b9:d4 , -68
1756797218508 , c8:a6:08:5a:b9:d4 , -73
1756797218508 , c8:a6:08:9a:b9:d2 , -69
1756797218508 , c8:a6:08:5a:b9:d1 , -73
1756797218508 , c8:a6:08:9a:b9:d1 , -69
1756797218508 , c8:a6:08:5a:b9:d2 , -72
1756797218508 , a4:12:42:a8:c2:f6 , -67
1756797218508 , a4:12:42:a8:c2:f7 , -70
1756797219023 , c8:a6:08:9a:ba:11 , -80
1756797219023 , c8:a6:08:9a:ba:10 , -79
1756797219023 , c8:a6:08:9a:ba:12 , -80
1756797219023 , c8:a6:08:9a:ba:14 , -80
1756797219023 , b6:12:42:a8:c2:f6 , -67
1756797219023 , 1e:27:f5:e3:50:ac , -71
1756797219023 , c8:a6:08:9a:b8:d4 , -76
1756797219023 , 1e:27:f5:e3:50:ad , -79
1756797219023 , c8:a6:08:9a:b8:d2 , -76
1756797219023 , c8:a6:08:5a:b8:d2 , -80
1756797219023 , c8:a6:08:9a:b8:d0 , -76
1756797219023 , c8:a6:08:5a:b8:d0 , -80
1756797219023 , c8:a6:08:5a:b8:d1 , -73
1756797219023 , c8:a6:08:9a:b8:d1 , -76
1756797219023 , 16:27:f5:e3:50:ad , -79
1756797219023 , 16:27:f5:e3:50:ac , -72
1756797219023 , c8:a6:08:5a:bd:50 , -45
1756797219023 , e6:fa:c4:53:83:5f , -52
1756797219023 , 06:fa:c4:53:83:5e , -70
1756797219023 , 06:fa:c4:53:83:5d , -65
1756797219023 , c8:a6:08:9a:bd:50 , -38
1756797219023 , c8:a6:08:9a:b9:f1 , -95
1756797219023 , c8:a6:08:9a:bd:54 , -39
1756797219023 , c8:a6:08:5a:bd:54 , -46
1756797219023 , c8:a6:08:9a:bd:51 , -38
1756797219023 , c8:a6:08:5a:bd:51 , -45
1756797219023 , 1a:27:f5:e3:50:ad , -79
1756797219023 , c8:a6:08:9a:bd:52 , -38
1756797219023 , c8:a6:08:5a:bd:52 , -45
1756797219023 , c8:a6:08:9a:b7:d4 , -43
1756797219023 , c8:a6:08:5a:ba:12 , -82
1756797219023 , c8:a6:08:5a:b7:d0 , -40
1756797219023 , c8:a6:08:9a:b7:d1 , -43
1756797219023 , c8:a6:08:9a:b7:d2 , -43
1756797219023 , e4:fa:c4:53:83:5e , -70
1756797219023 , c8:a6:08:5a:ba:14 , -82
1756797219023 , c8:a6:08:5a:b7:d2 , -40
1756797219023 , 00:e5:f1:23:d0:11 , -77
1756797219023 , c8:a6:08:5a:b7:d1 , -40
1756797219023 , c8:a6:08:9a:b7:d0 , -43
1756797219023 , c8:a6:08:9a:b9:51 , -59
1756797219023 , e4:fa:c4:53:83:5d , -61
1756797219023 , c8:a6:08:9a:b9:50 , -58
1756797219023 , c8:a6:08:5a:bf:41 , -67
1756797219023 , c8:a6:08:5a:b9:50 , -63
1756797219023 , c8:a6:08:5a:bf:40 , -65
1756797219023 , c8:a6:08:5a:b9:51 , -64
1756797219023 , c8:a6:08:9a:b5:54 , -95
1756797219023 , c8:a6:08:9a:b9:54 , -59
1756797219023 , c8:a6:08:5a:b9:52 , -64
1756797219023 , c8:a6:08:9a:b5:50 , -95
1756797219023 , c8:a6:08:9a:b9:52 , -59
1756797219023 , c8:a6:08:9a:bf:41 , -60
1756797219023 , c8:a6:08:9a:bf:40 , -60
1756797219023 , 00:1d:73:b4:b1:cf , -85
1756797219023 , c8:a6:08:9a:bf:44 , -60
1756797219023 , c8:a6:08:9a:bf:42 , -60
1756797219023 , d2:c0:bf:0d:1e:c2 , -83
1756797219023 , c8:a6:08:9a:bd:c4 , -71
1756797219023 , c8:a6:08:9a:b9:c4 , -81
1756797219023 , c8:a6:08:5a:b9:c2 , -86
1756797219023 , c8:a6:08:9a:b9:c2 , -81
1756797219023 , c8:a6:08:9a:b9:c1 , -81
1756797219023 , c8:a6:08:9a:b9:c0 , -81
1756797219023 , c8:a6:08:5a:b9:c1 , -87
1756797219023 , c8:a6:08:5a:bd:c4 , -73
1756797219023 , c8:a6:08:9a:bd:c1 , -69
1756797219023 , c8:a6:08:5a:bd:c1 , -72
